Date,Temperature (°C),Humidity (%),Wind Speed (km/h),Air Quality Index (AQI),Impact Score
2020-01-01,24.96714153011233,81.16398569619405,15.746817411355945,59.012260988627766,554.3653699019192
2020-01-02,18.617356988288154,58.521178015736076,16.820701480273307,51.655458075708516,10.154111479675846
2020-01-03,26.476885381006923,,15.03589233453971,50.7356566634847,42.572467589070996
2020-01-04,35.23029856408026,70.62321634884836,4.567611708144577,2.3138642242850835,1000.0
2020-01-05,17.65846625276664,63.49824196895253,,64.90301728569635,240.4643243656165
2020-01-06,17.658630430508193,74.29704950869868,26.06265519698621,52.68332831991687,339.47022699499723
2020-01-07,35.79212815507391,,13.199803656215087,58.5668410132145,344.57184789278875
2020-01-08,27.674347291529088,50.81343938039343,,35.770756118325906,359.0122903234014
2020-01-09,15.305256140650478,65.42255287809152,16.86674279855699,42.310862420458164,114.05226501368557
2020-01-10,25.425600435859646,42.844106890190076,16.561891052332857,41.77950126993654,393.77791151515646
2020-01-11,15.365823071875377,61.62839558664785,,70.43245968146078,477.1781059928203
2020-01-12,15.342702464297432,59.50155014033309,8.710659220455561,42.42480326793813,118.87828556934465
2020-01-13,22.419622715660342,56.8782471409119,18.65690126287496,91.65320644219595,1000.0
2020-01-14,0.8671975534220202,58.07193732841604,17.952110306257318,58.61724838030075,452.7534800334424
2020-01-15,2.750821674869673,31.772264317535413,14.28926731529727,24.486346800085368,1000.0
2020-01-16,14.377124707590273,51.76912638388558,16.69343658960845,,108.84139432499222
2020-01-17,,61.39267351711672,20.147287407991787,36.96649755687169,300.8889809525691
2020-01-18,23.14247332595274,62.397845879961004,19.361576900142254,6.112350603599516,1000.0
2020-01-19,10.91975924478789,44.58487288611063,9.284903439631357,81.9894188022758,1000.0
2020-01-20,5.876962986647085,78.98561761297051,19.10079093377742,64.06285084440007,774.4941107808677
2020-01-21,34.65648768921554,47.007377276782485,14.676556974837407,60.664146357986255,497.4495095470725
2020-01-22,17.742236995134643,74.54185800790106,15.364370490077578,,227.63924229835007
2020-01-23,20.67528204687924,66.40791542807527,15.365984955008473,22.359648626151248,805.6403550333176
2020-01-24,5.752518137865433,50.30659035234295,14.2487850560087,40.32765720889127,391.0714689699331
2020-01-25,14.556172754748173,86.62966338914268,20.958537485535324,66.83561549568026,
2020-01-26,21.10922589709866,42.095447523652794,14.58141020075394,,764.0040192954684
2020-01-27,8.490064225776973,73.78731260415002,9.402269358084157,0.0,1000.0
2020-01-28,23.75698018345672,,13.032350720151356,45.45787984438148,263.87951871100995
2020-01-29,13.99361310081195,49.94069686385033,15.893473584052378,47.16484891944923,146.1026398626361
2020-01-30,17.083062502067232,80.88697950096493,21.146073921485254,52.71126832829418,489.8996376369476
2020-01-31,13.982933877706031,56.24930228101571,18.01547342474417,64.57037287029073,271.6616636538941
2020-02-01,38.522781845089376,64.33040443919785,10.74732360626478,62.752116244624176,542.5475751140376
2020-02-02,19.865027752620662,63.90482758156831,27.425949583394456,55.17539610487843,196.45484384079094
2020-02-03,9.422890710440996,57.98536887794178,16.3238765548899,73.91062776173419,689.404748574042
2020-02-04,28.22544912103189,72.16212409739673,21.376953689995073,19.620604383733706,1000.0
2020-02-05,7.791563500289778,71.9023308082832,14.241427832113855,60.09163628954781,393.1279551716738
2020-02-06,22.088635950047554,33.772020401427284,,62.53076726673885,856.4012443459707
2020-02-07,0.40329876120224384,79.56510364317229,19.197342522592024,25.208754278395208,1000.0
2020-02-08,6.7181395110156945,35.062620179464886,21.09097355877128,19.942587826352213,1000.0
2020-02-09,21.968612358691235,75.48819306512486,,35.08115747048797,
2020-02-10,27.384665799954107,,19.360985000364888,36.76917114969416,534.235815921079
2020-02-11,21.713682811899705,43.63550354677203,13.424566344029458,65.06838927004861,500.2717993455922
2020-02-12,18.843517176117594,53.83778568068123,12.141269790219694,37.7092243261781,198.54584291567502
2020-02-13,16.988963044107113,43.41442997271096,16.663037551620988,32.873029634375925,580.246284482928
2020-02-14,5.214780096325725,56.77618454566897,19.665640361705346,37.76732526610882,400.4022448135431
2020-02-15,12.801557916052914,55.379485737213884,13.886396496116966,72.37264668308424,574.9421528585312
2020-02-16,15.393612290402125,71.6949079840401,20.325859828571932,50.260867487539045,186.42251524595042
2020-02-17,30.571222262189156,79.65463119179412,22.263083727430896,46.41497949286176,563.6600246703234
2020-02-18,23.436182895684613,80.93525716184934,10.418395404632902,47.79989002597897,475.92392989143514
2020-02-19,2.3695984463726596,51.567479601325466,10.8153964810186,75.84120668653046,1000.0
2020-02-20,23.24083969394795,56.86167189383208,14.298124705473318,35.016565467935166,245.348084529572
2020-02-21,16.149177195836835,34.74842711668575,16.538063340945982,76.31016581880208,1000.0
2020-02-22,13.230779996940413,47.911949002557165,12.377164931164746,54.20992597843007,216.54605690877318
2020-02-23,26.11676288840868,74.47277449646187,21.76101339433572,46.79161236049305,302.88104322217873
2020-02-24,30.309995224959508,84.23374235322348,17.120334307592255,100.01800995868564,1000.0
2020-02-25,29.312801191161988,41.48476692180117,15.197235241203698,28.887210204028072,875.3309166754054
2020-02-26,11.607824767773614,,7.820452380657362,42.92628480865988,250.99008288905577
2020-02-27,16.907876241487855,59.603913645616096,,25.351375216719994,660.5570990140294
2020-02-28,23.31263431403564,64.2024173822941,16.405046251409033,69.04923941072339,393.4815350491897
2020-02-29,29.755451271223592,,4.3370218692258184,83.78377867303358,1000.0
2020-03-01,15.208257621547101,66.36091566696135,20.063187048220357,83.39845562809278,1000.0
2020-03-02,18.143410233361827,52.89240979393626,14.209230778138398,74.47897506292009,653.8103001922258
2020-03-03,8.936650259939718,59.78321593682581,31.215464847973667,46.047590644080685,401.00754275356644
2020-03-04,8.037933759193292,68.19426372005549,26.539581253080552,42.69518045020307,396.7593108148087
2020-03-05,28.12525822394198,60.09633404716407,14.092754653762416,16.576604550118702,1000.0
2020-03-06,33.56240028570823,53.45421164210147,14.468314987343426,90.71747070363585,1000.0
2020-03-07,19.27989878419666,58.35585294111254,19.97790757001015,59.37956156296936,115.97750420134625
2020-03-08,30.03532897892024,,23.515863049590187,40.160861902610336,271.7931925199294
2020-03-09,23.61636025047634,54.449834551768085,6.8098547128199165,76.56113777973935,816.4549179433881
2020-03-10,13.548802453948756,56.11805905999346,6.068122673226567,30.54470966479998,514.974169847333
2020-03-11,23.613956055084138,83.97970755757075,11.889825972228092,58.132440684453485,663.8968268838762
2020-03-12,35.38036566465969,68.41379171911858,17.91368791586932,46.547417314183306,327.75744354483527
2020-03-13,19.641739608900483,55.56779522956259,17.484367952537987,62.77354279760602,189.10826936078928
2020-03-14,35.64643655814006,70.45431606766104,20.34885727491925,48.72852921627757,384.33061351177383
2020-03-15,-6.197451040897445,54.99270765365985,9.001512358173459,20.981442177775516,1000.0
